,position,description,total_price,unit_price,url,region,transit_duration_大钟寺地铁站,transit_distance_大钟寺地铁站,transit_fee_大钟寺地铁站,transit_duration_国贸大厦A座,transit_distance_国贸大厦A座,transit_fee_国贸大厦A座,driving_duration_大钟寺地铁站,driving_distance_大钟寺地铁站,driving_fee_大钟寺地铁站,driving_duration_国贸大厦A座,driving_distance_国贸大厦A座,driving_fee_国贸大厦A座
70,安贞里,顶层(共6层)|1998年建|2室1厅|54.11平米|南北,425万,"78,544元/平",https://bj.ke.com/ershoufang/101116710871.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
71,小黄庄前街2号院,顶层(共6层)|1993年建|2室1厅|61.06平米|南北,495万,"81,068元/平",https://bj.ke.com/ershoufang/101116660774.html,anzhen1,2377,1016,2.0,2549,1557,4.0,727,7520,22,1069,11414,29
72,小黄庄前街13号院,高楼层(共6层)|1989年建|1室1厅|51.7平米|东西,398万,"76,983元/平",https://bj.ke.com/ershoufang/101116638970.html,anzhen1,2157,1091,2.0,2872,1934,4.0,680,7372,21,1014,11266,29
73,安贞西里,顶层(共5层)|1988年建|2室1厅|60.89平米|东西,450万,"73,904元/平",https://bj.ke.com/ershoufang/101116615923.html,anzhen1,1523,515,2.0,3123,790,3.0,641,6502,21,950,11355,32
74,安贞里,高楼层(共6层)|1986年建|2室1厅|53.95平米|南北,449万,"83,226元/平",https://bj.ke.com/ershoufang/101116587541.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
75,安贞西里,高楼层(共16层)|1986年建|1室1厅|47.67平米|南北,417万,"87,477元/平",https://bj.ke.com/ershoufang/101116584703.html,anzhen1,1523,515,2.0,3123,790,3.0,641,6502,21,950,11355,32
76,安华里社区,中楼层(共6层)|1983年建|2室1厅|45.39平米|北,402万,"88,566元/平",https://bj.ke.com/ershoufang/101116568352.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
77,安贞里,顶层(共6层)|1998年建|2室1厅|54.11平米|南北,458万,"84,643元/平",https://bj.ke.com/ershoufang/101116561207.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
78,小黄庄前街13号院,中楼层(共6层)|1986年建|2室1厅|58.1平米|南北,498万,"85,715元/平",https://bj.ke.com/ershoufang/101116530845.html,anzhen1,2157,1091,2.0,2872,1934,4.0,680,7372,21,1014,11266,29
79,安华西里社区,低楼层(共6层)|1990年建|2室1厅|52.4平米|西南,490万,"93,512元/平",https://bj.ke.com/ershoufang/101116518961.html,anzhen1,1688,799,2.0,2663,1536,4.0,517,5439,18,1009,12701,32
80,安贞西里,中楼层(共6层)|1985年建|2室1厅|60.52平米|东西,486万,"80,305元/平",https://bj.ke.com/ershoufang/101116517658.html,anzhen1,1523,515,2.0,3123,790,3.0,641,6502,21,950,11355,32
81,安贞西里,底层(共6层)|1984年建|1室1厅|38.36平米|东西,335万,"87,331元/平",https://bj.ke.com/ershoufang/101116515344.html,anzhen1,1523,515,2.0,3123,790,3.0,641,6502,21,950,11355,32
